,project_id,timestamp,house_no,raw_p_h,raw_p_h_pv,raw_e_h_im,raw_e_h_ex,flag
799,SGtechMicrogrid,2024-01-09 07:45:00,h2,3.2386666666666666,0.0,1798330.34,0.0,0.0
800,SGtechMicrogrid,2024-01-09 08:00:00,h2,4.008,0.0,1798347.34,0.0,0.0
801,SGtechMicrogrid,2024-01-09 08:15:00,h2,4.695333333333334,0.0,1798364.2,0.0,0.0
802,SGtechMicrogrid,2024-01-09 08:30:00,h2,4.248,0.0,1798379.48,0.0,0.0
803,SGtechMicrogrid,2024-01-09 08:45:00,h2,4.312666666666667,0.0,1798396.83,0.0,0.0
804,SGtechMicrogrid,2024-01-09 09:00:00,h2,6.589333333333333,0.0,1798417.13,0.0,0.0
805,SGtechMicrogrid,2024-01-09 09:15:00,h2,6.236,0.0,1798440.92,0.0,0.0
806,SGtechMicrogrid,2024-01-09 09:30:00,h2,6.5906666666666665,0.0,1798465.22,0.0,0.0
807,SGtechMicrogrid,2024-01-09 09:45:00,h2,6.702666666666667,0.0,1798490.37,0.0,0.0
808,SGtechMicrogrid,2024-01-09 10:00:00,h2,7.435333333333333,0.0,1798516.12,0.0,0.0
809,SGtechMicrogrid,2024-01-09 10:15:00,h2,8.066666666666666,0.0,1798545.25,0.0,0.0
810,SGtechMicrogrid,2024-01-09 10:30:00,h2,8.338666666666667,0.0,1798576.13,0.0,0.0
811,SGtechMicrogrid,2024-01-09 10:45:00,h2,8.473333333333333,0.0,1798607.6,0.0,0.0
812,SGtechMicrogrid,2024-01-09 11:00:00,h2,8.800666666666666,0.0,1798639.37,0.0,0.0
813,SGtechMicrogrid,2024-01-09 11:15:00,h2,8.527333333333333,0.0,1798671.99,0.0,0.0
814,SGtechMicrogrid,2024-01-09 11:30:00,h2,7.970666666666667,0.0,1798703.51,0.0,0.0
815,SGtechMicrogrid,2024-01-09 11:45:00,h2,8.490666666666666,0.0,1798734.21,0.0,0.0
816,SGtechMicrogrid,2024-01-09 12:00:00,h2,8.853333333333333,0.0,1798766.43,0.0,0.0
817,SGtechMicrogrid,2024-01-09 12:15:00,h2,8.544666666666666,0.0,1798799.63,0.0,0.0
818,SGtechMicrogrid,2024-01-09 12:30:00,h2,8.925333333333333,0.0,1798832.56,0.0,0.0
819,SGtechMicrogrid,2024-01-09 12:45:00,h2,8.892,0.0,1798865.28,0.0,0.0
820,SGtechMicrogrid,2024-01-09 13:00:00,h2,8.595333333333334,0.0,1798898.23,0.0,0.0
821,SGtechMicrogrid,2024-01-09 13:15:00,h2,8.992666666666667,0.0,1798931.94,0.0,0.0
822,SGtechMicrogrid,2024-01-09 13:30:00,h2,9.211333333333332,0.0,1798965.83,0.0,0.0
823,SGtechMicrogrid,2024-01-09 13:45:00,h2,8.909333333333334,0.0,1798999.87,0.0,0.0
824,SGtechMicrogrid,2024-01-09 14:00:00,h2,8.254,0.0,1799031.21,0.0,0.0
825,SGtechMicrogrid,2024-01-09 14:15:00,h2,9.206666666666669,0.0,1799064.55,0.0,0.0
826,SGtechMicrogrid,2024-01-09 14:30:00,h2,9.244,0.0,1799098.63,0.0,0.0
827,SGtechMicrogrid,2024-01-09 14:45:00,h2,8.254666666666667,0.0,1799131.61,0.0,0.0
828,SGtechMicrogrid,2024-01-09 15:00:00,h2,8.727333333333332,0.0,1799163.97,0.0,0.0
829,SGtechMicrogrid,2024-01-09 15:15:00,h2,8.564666666666666,0.0,1799196.79,0.0,0.0
830,SGtechMicrogrid,2024-01-09 15:30:00,h2,7.715333333333334,0.0,1799225.87,0.0,0.0
831,SGtechMicrogrid,2024-01-09 15:45:00,h2,7.708666666666667,0.0,1799255.11,0.0,0.0
832,SGtechMicrogrid,2024-01-09 16:00:00,h2,7.912666666666666,0.0,1799285.94,0.0,0.0
833,SGtechMicrogrid,2024-01-09 16:15:00,h2,7.692666666666667,0.0,1799314.43,0.0,0.0
834,SGtechMicrogrid,2024-01-09 16:30:00,h2,6.551333333333333,0.0,1799341.74,0.0,0.0
835,SGtechMicrogrid,2024-01-09 16:45:00,h2,3.5846666666666667,0.0,1799363.45,0.0,0.0
836,SGtechMicrogrid,2024-01-09 17:00:00,h2,0.516,0.0,1799368.53,0.0,0.0
837,SGtechMicrogrid,2024-01-09 17:15:00,h2,0.606,0.0,1799370.44,0.0,0.0
838,SGtechMicrogrid,2024-01-09 17:30:00,h2,0.7313333333333334,0.0,1799373.13,0.0,0.0
839,SGtechMicrogrid,2024-01-09 17:45:00,h2,0.736,0.0,1799375.79,0.0,0.0
840,SGtechMicrogrid,2024-01-09 18:00:00,h2,0.78,0.0,1799378.69,0.0,0.0
841,SGtechMicrogrid,2024-01-09 18:15:00,h2,0.732,0.0,1799381.53,0.0,0.0
842,SGtechMicrogrid,2024-01-09 18:30:00,h2,0.74,0.0,1799384.29,0.0,0.0
843,SGtechMicrogrid,2024-01-09 18:45:00,h2,0.772,0.0,1799387.14,0.0,0.0
844,SGtechMicrogrid,2024-01-09 19:00:00,h2,0.698,0.0,1799389.9,0.0,0.0
845,SGtechMicrogrid,2024-01-09 19:15:00,h2,0.7613333333333333,0.0,1799392.61,0.0,0.0
846,SGtechMicrogrid,2024-01-09 19:30:00,h2,0.7419999999999999,0.0,1799395.46,0.0,0.0
847,SGtechMicrogrid,2024-01-09 19:45:00,h2,0.7186666666666667,0.0,1799398.15,0.0,0.0
848,SGtechMicrogrid,2024-01-09 20:00:00,h2,0.7666666666666667,0.0,1799400.95,0.0,0.0
849,SGtechMicrogrid,2024-01-09 20:15:00,h2,0.7146666666666666,0.0,1799403.79,0.0,0.0
850,SGtechMicrogrid,2024-01-09 20:30:00,h2,0.748,0.0,1799406.42,0.0,0.0
851,SGtechMicrogrid,2024-01-09 20:45:00,h2,0.7513333333333333,0.0,1799409.32,0.0,0.0
852,SGtechMicrogrid,2024-01-09 21:00:00,h2,0.708,0.0,1799411.98,0.0,0.0
853,SGtechMicrogrid,2024-01-09 21:15:00,h2,0.7666666666666667,0.0,1799414.79,0.0,0.0
854,SGtechMicrogrid,2024-01-09 21:30:00,h2,0.712,0.0,1799417.59,0.0,0.0
855,SGtechMicrogrid,2024-01-09 21:45:00,h2,0.724,0.0,1799420.24,0.0,0.0
856,SGtechMicrogrid,2024-01-09 22:00:00,h2,0.7446666666666667,0.0,1799423.02,0.0,0.0
857,SGtechMicrogrid,2024-01-09 22:15:00,h2,0.7246666666666666,0.0,1799425.76,0.0,0.0
858,SGtechMicrogrid,2024-01-09 22:30:00,h2,0.8246666666666667,0.0,1799428.66,0.0,0.0
859,SGtechMicrogrid,2024-01-09 22:45:00,h2,0.8,0.0,1799431.75,0.0,0.0
860,SGtechMicrogrid,2024-01-09 23:00:00,h2,0.8140000000000001,0.0,1799434.73,0.0,0.0
861,SGtechMicrogrid,2024-01-09 23:15:00,h2,0.8433333333333334,0.0,1799437.89,0.0,0.0
862,SGtechMicrogrid,2024-01-09 23:30:00,h2,0.786,0.0,1799440.89,0.0,0.0
863,SGtechMicrogrid,2024-01-09 23:45:00,h2,0.8320000000000001,0.0,1799444.0,0.0,0.0
